TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
TITLE:,MEDIAN AGE OF THE TOTAL POPULATION,,,,
R0101,16000US1854180,"Noblesville city, Indiana",1,36.0,+/-1.8
R0101,16000US1871000,"South Bend city, Indiana",1,34.7,+/-1.6
R0101,16000US1901855,"Ames city, Iowa",1,25.0,+/-0.7
R0101,16000US1902305,"Ankeny city, Iowa",1,32.4,+/-1.7
R0101,16000US1912000,"Cedar Rapids city, Iowa",1,36.7,+/-1.2
R0101,16000US1919000,"Davenport city, Iowa",1,38.0,+/-1.4
R0101,16000US1921000,"Des Moines city, Iowa",1,35.2,+/-1.1
R0101,16000US1938595,"Iowa City city, Iowa",1,28.4,+/-1.8
R0101,16000US1973335,"Sioux City city, Iowa",1,35.1,+/-0.9
R0101,16000US1982425,"Waterloo city, Iowa",1,36.3,+/-2.2
R0101,16000US1983910,"West Des Moines city, Iowa",1,39.2,+/-1.9
R0101,16000US2036000,"Kansas City city, Kansas",1,33.4,+/-0.7
R0101,16000US2038900,"Lawrence city, Kansas",1,28.4,+/-1.2
R0101,16000US2052575,"Olathe city, Kansas",1,35.0,+/-1.2
R0101,16000US2053775,"Overland Park city, Kansas",1,37.8,+/-1.0
R0101,16000US2064500,"Shawnee city, Kansas",1,39.9,+/-3.2
R0101,16000US2071000,"Topeka city, Kansas",1,39.1,+/-1.9
R0101,16000US2079000,"Wichita city, Kansas",1,35.3,+/-0.6
R0101,16000US2108902,"Bowling Green city, Kentucky",1,27.1,+/-0.7
R0101,16000US2146027,"Lexington-Fayette urban county, Kentucky",1,35.0,+/-0.2
R0101,16000US2148006,"Louisville/Jefferson County metro government (balance), Kentucky",1,37.9,+/-0.7
R0101,16000US2205000,"Baton Rouge city, Louisiana",1,33.8,+/-1.7
R0101,16000US2208920,"Bossier City city, Louisiana",1,35.4,+/-0.6
R0101,16000US2239475,"Kenner city, Louisiana",1,41.2,+/-4.6
R0101,16000US2240735,"Lafayette city, Louisiana",1,37.6,+/-1.6
R0101,16000US2241155,"Lake Charles city, Louisiana",1,37.6,+/-3.7
R0101,16000US2250115,"Metairie CDP, Louisiana",1,40.6,+/-1.4
R0101,16000US2255000,"New Orleans city, Louisiana",1,38.3,+/-0.3
R0101,16000US2270000,"Shreveport city, Louisiana",1,36.1,+/-1.1
R0101,16000US2360545,"Portland city, Maine",1,37.2,+/-2.8
R0101,16000US2404000,"Baltimore city, Maryland",1,35.9,+/-0.2
R0101,16000US2419125,"Columbia CDP, Maryland",1,38.6,+/-1.9
R0101,16000US2426000,"Ellicott City CDP, Maryland",1,43.0,+/-2.2
R0101,16000US2430325,"Frederick city, Maryland",1,36.9,+/-1.6
R0101,16000US2431175,"Gaithersburg city, Maryland",1,38.7,+/-2.0
R0101,16000US2432025,"Germantown CDP, Maryland",1,35.9,+/-2.6
R0101,16000US2432650,"Glen Burnie CDP, Maryland",1,39.9,+/-2.9
R0101,16000US2467675,"Rockville city, Maryland",1,39.9,+/-2.7
R0101,16000US2472450,"Silver Spring CDP, Maryland",1,35.0,+/-2.5
R0101,16000US2481175,"Waldorf CDP, Maryland",1,35.9,+/-1.2
R0101,16000US2507000,"Boston city, Massachusetts",1,32.6,+/-0.3
R0101,16000US2509000,"Brockton city, Massachusetts",1,36.1,+/-2.3
R0101,16000US2511000,"Cambridge city, Massachusetts",1,29.7,+/-1.1
R0101,16000US2523000,"Fall River city, Massachusetts",1,39.2,+/-3.7
R0101,16000US2524960,"Framingham city, Massachusetts",1,35.1,+/-2.5
R0101,16000US2534550,"Lawrence city, Massachusetts",1,34.2,+/-1.2
R0101,16000US2537000,"Lowell city, Massachusetts",1,36.2,+/-2.6
R0101,16000US2537490,"Lynn city, Massachusetts",1,35.7,+/-2.6
R0101,16000US2545000,"New Bedford city, Massachusetts",1,35.8,+/-2.0
R0101,16000US2545560,"Newton city, Massachusetts",1,40.7,+/-2.3
R0101,16000US2555745,"Quincy city, Massachusetts",1,40.2,+/-2.6
R0101,16000US2562535,"Somerville city, Massachusetts",1,32.6,+/-0.9
R0101,16000US2567000,"Springfield city, Massachusetts",1,32.1,+/-1.8
R0101,16000US2582000,"Worcester city, Massachusetts",1,34.5,+/-1.6
R0101,16000US2603000,"Ann Arbor city, Michigan",1,27.6,+/-0.7
R0101,16000US2621000,"Dearborn city, Michigan",1,29.9,+/-2.3
R0101,16000US2622000,"Detroit city, Michigan",1,35.0,+/-0.6
R0101,16000US2627440,"Farmington Hills city, Michigan",1,40.1,+/-1.9
R0101,16000US2629000,"Flint city, Michigan",1,36.2,+/-1.3
R0101,16000US2634000,"Grand Rapids city, Michigan",1,31.4,+/-0.8
R0101,16000US2642160,"Kalamazoo city, Michigan",1,27.8,+/-1.7
R0101,16000US2646000,"Lansing city, Michigan",1,33.3,+/-1.5
R0101,16000US2649000,"Livonia city, Michigan",1,46.4,+/-1.7
R0101,16000US2669035,"Rochester Hills city, Michigan",1,42.2,+/-2.6
R0101,16000US2674900,"Southfield city, Michigan",1,43.5,+/-5.0
R0101,16000US2676460,"Sterling Heights city, Michigan",1,42.2,+/-2.7
R0101,16000US2680700,"Troy city, Michigan",1,42.4,+/-2.8
R0101,16000US2684000,"Warren city, Michigan",1,38.2,+/-2.3
R0101,16000US2686000,"Westland city, Michigan",1,40.3,+/-3.5
R0101,16000US2688940,"Wyoming city, Michigan",1,34.2,+/-2.0
R0101,16000US2706382,"Blaine city, Minnesota",1,35.5,+/-1.8
R0101,16000US2706616,"Bloomington city, Minnesota",1,39.6,+/-2.3
R0101,16000US2707966,"Brooklyn Park city, Minnesota",1,34.9,+/-1.9
R0101,16000US2717000,"Duluth city, Minnesota",1,34.5,+/-0.9
R0101,16000US2717288,"Eagan city, Minnesota",1,36.7,+/-3.3
R0101,16000US2735180,"Lakeville city, Minnesota",1,36.5,+/-1.4
R0101,16000US2740166,"Maple Grove city, Minnesota",1,40.8,+/-1.5
R0101,16000US2743000,"Minneapolis city, Minnesota",1,32.2,+/-0.6
R0101,16000US2751730,"Plymouth city, Minnesota",1,38.9,+/-3.1
R0101,16000US2754880,"Rochester city, Minnesota",1,36.3,+/-2.0
R0101,16000US2756896,"St. Cloud city, Minnesota",1,34.1,+/-3.2
R0101,16000US2758000,"St. Paul city, Minnesota",1,33.0,+/-0.6
R0101,16000US2771428,"Woodbury city, Minnesota",1,37.1,+/-1.8
R0101,16000US2829700,"Gulfport city, Mississippi",1,34.6,+/-2.1
R0101,16000US2836000,"Jackson city, Mississippi",1,34.7,+/-1.3
R0101,16000US2915670,"Columbia city, Missouri",1,28.5,+/-0.8
R0101,16000US2935000,"Independence city, Missouri",1,36.8,+/-2.2
R0101,16000US2938000,"Kansas City city, Missouri",1,35.3,+/-0.9
R0101,16000US2941348,"Lee's Summit city, Missouri",1,38.3,+/-1.9
R0101,16000US2954074,"O'Fallon city, Missouri",1,38.3,+/-1.6
R0101,16000US2964082,"St. Charles city, Missouri",1,38.9,+/-3.5
R0101,16000US2964550,"St. Joseph city, Missouri",1,39.0,+/-1.9
R0101,16000US2965000,"St. Louis city, Missouri",1,36.4,+/-0.4
R0101,16000US2970000,"Springfield city, Missouri",1,33.6,+/-1.3
R0101,16000US3006550,"Billings city, Montana",1,37.6,+/-1.2
R0101,16000US3050200,"Missoula city, Montana",1,34.6,+/-1.8
R0101,16000US3128000,"Lincoln city, Nebraska",1,33.5,+/-0.4
R0101,16000US3137000,"Omaha city, Nebraska",1,34.6,+/-0.3
R0101,16000US3223770,"Enterprise CDP, Nevada",1,35.6,+/-0.9
R0101,16000US3231900,"Henderson city, Nevada",1,43.7,+/-1.8
R0101,16000US3240000,"Las Vegas city, Nevada",1,36.8,+/-1.0
R0101,16000US3251800,"North Las Vegas city, Nevada",1,33.5,+/-1.6
R0101,16000US3254600,"Paradise CDP, Nevada",1,37.8,+/-1.8
R0101,16000US3260600,"Reno city, Nevada",1,35.9,+/-0.9
R0101,16000US3268400,"Sparks city, Nevada",1,38.9,+/-2.3
R0101,16000US3268585,"Spring Valley CDP, Nevada",1,37.2,+/-0.9
R0101,16000US3271400,"Sunrise Manor CDP, Nevada",1,35.0,+/-1.6
R0101,16000US3345140,"Manchester city, New Hampshire",1,38.7,+/-2.1
R0101,16000US3350260,"Nashua city, New Hampshire",1,39.7,+/-3.0
R0101,16000US3403580,"Bayonne city, New Jersey",1,38.5,+/-3.5
R0101,16000US3410000,"Camden city, New Jersey",1,30.3,+/-1.8
R0101,16000US3413690,"Clifton city, New Jersey",1,39.2,+/-2.0
R0101,16000US3419390,"East Orange city, New Jersey",1,34.6,+/-4.1
R0101,16000US3421000,"Elizabeth city, New Jersey",1,34.8,+/-1.7
R0101,16000US3436000,"Jersey City city, New Jersey",1,34.1,+/-0.6
R0101,16000US3451000,"Newark city, New Jersey",1,34.6,+/-0.8
R0101,16000US3456550,"Passaic city, New Jersey",1,30.8,+/-2.5
R0101,16000US3457000,"Paterson city, New Jersey",1,32.4,+/-1.4
R0101,16000US3473110,"Toms River CDP, New Jersey",1,43.5,+/-3.4
R0101,16000US3474000,"Trenton city, New Jersey",1,34.5,+/-1.6
R0101,16000US3474630,"Union City city, New Jersey",1,37.8,+/-3.1
R0101,16000US3502000,"Albuquerque city, New Mexico",1,37.3,+/-0.9
R0101,16000US3539380,"Las Cruces city, New Mexico",1,30.5,+/-1.7
R0101,16000US3563460,"Rio Rancho city, New Mexico",1,37.9,+/-1.4
R0101,16000US3570500,"Santa Fe city, New Mexico",1,44.9,+/-2.5
R0101,16000US3601000,"Albany city, New York",1,30.6,+/-2.0
R0101,16000US3608026,"Brentwood CDP, New York",1,36.8,+/-3.1
R0101,16000US3611000,"Buffalo city, New York",1,32.7,+/-0.7
R0101,16000US3615000,"Cheektowaga CDP, New York",1,40.6,+/-3.0
R0101,16000US3649121,"Mount Vernon city, New York",1,44.6,+/-3.1
R0101,16000US3650617,"New Rochelle city, New York",1,44.3,+/-4.2
R0101,16000US3651000,"New York city, New York",1,37.2,+/-0.1
R0101,16000US3663000,"Rochester city, New York",1,33.3,+/-1.2
R0101,16000US3665508,"Schenectady city, New York",1,34.6,+/-2.4
R0101,16000US3673000,"Syracuse city, New York",1,32.2,+/-1.2
R0101,16000US3684000,"Yonkers city, New York",1,37.9,+/-2.1
R0101,16000US3702140,"Asheville city, North Carolina",1,39.0,+/-2.3
R0101,16000US3710740,"Cary town, North Carolina",1,39.2,+/-1.2
R0101,16000US3712000,"Charlotte city, North Carolina",1,34.2,+/-0.3
R0101,16000US3714100,"Concord city, North Carolina",1,35.6,+/-2.5
R0101,16000US3719000,"Durham city, North Carolina",1,34.5,+/-0.4
R0101,16000US3722920,"Fayetteville city, North Carolina",1,30.2,+/-0.5
R0101,16000US3725580,"Gastonia city, North Carolina",1,38.2,+/-1.6
R0101,16000US3728000,"Greensboro city, North Carolina",1,34.7,+/-0.9
R0101,16000US3728080,"Greenville city, North Carolina",1,28.1,+/-1.5
R0101,16000US3731400,"High Point city, North Carolina",1,35.9,+/-2.9
R0101,16000US3734200,"Jacksonville city, North Carolina",1,23.3,+/-0.7
R0101,16000US3755000,"Raleigh city, North Carolina",1,34.5,+/-0.9
R0101,16000US3774440,"Wilmington city, North Carolina",1,35.9,+/-2.5
R0101,16000US3775000,"Winston-Salem city, North Carolina",1,35.0,+/-0.8
R0101,16000US3807200,"Bismarck city, North Dakota",1,35.9,+/-1.8
R0101,16000US3825700,"Fargo city, North Dakota",1,33.4,+/-0.8
R0101,16000US3901000,"Akron city, Ohio",1,38.0,+/-1.7
R0101,16000US3912000,"Canton city, Ohio",1,38.3,+/-4.4
R0101,16000US3915000,"Cincinnati city, Ohio",1,32.5,+/-0.7
R0101,16000US3916000,"Cleveland city, Ohio",1,35.5,+/-1.1
R0101,16000US3918000,"Columbus city, Ohio",1,32.4,+/-0.4
R0101,16000US3921000,"Dayton city, Ohio",1,33.0,+/-1.8
R0101,16000US3944856,"Lorain city, Ohio",1,35.9,+/-3.0
R0101,16000US3961000,"Parma city, Ohio",1,42.4,+/-3.1
R0101,16000US3977000,"Toledo city, Ohio",1,35.6,+/-1.0
R0101,16000US3988000,"Youngstown city, Ohio",1,39.4,+/-2.5
R0101,16000US4009050,"Broken Arrow city, Oklahoma",1,37.6,+/-1.6
R0101,16000US4023200,"Edmond city, Oklahoma",1,39.0,+/-1.8
R0101,16000US4041850,"Lawton city, Oklahoma",1,31.5,+/-0.7
R0101,16000US4052500,"Norman city, Oklahoma",1,31.2,+/-1.7
R0101,16000US4055000,"Oklahoma City city, Oklahoma",1,34.6,+/-0.6
R0101,16000US4075000,"Tulsa city, Oklahoma",1,35.5,+/-0.6
R0101,16000US4105350,"Beaverton city, Oregon",1,38.2,+/-2.6
R0101,16000US4105800,"Bend city, Oregon",1,39.8,+/-2.0
R0101,16000US4123850,"Eugene city, Oregon",1,36.9,+/-1.8
R0101,16000US4131250,"Gresham city, Oregon",1,37.7,+/-2.2
R0101,16000US4134100,"Hillsboro city, Oregon",1,34.4,+/-2.0
R0101,16000US4147000,"Medford city, Oregon",1,39.6,+/-3.7
R0101,16000US4159000,"Portland city, Oregon",1,37.5,+/-0.5
R0101,16000US4164900,"Salem city, Oregon",1,34.8,+/-1.2
R0101,16000US4202000,"Allentown city, Pennsylvania",1,31.2,+/-1.5
R0101,16000US4206088,"Bethlehem city, Pennsylvania",1,35.3,+/-2.5
R0101,16000US4224000,"Erie city, Pennsylvania",1,37.1,+/-1.8
R0101,16000US4260000,"Philadelphia city, Pennsylvania",1,34.7,+/-0.1
R0101,16000US4261000,"Pittsburgh city, Pennsylvania",1,33.3,+/-0.8
R0101,16000US4263624,"Reading city, Pennsylvania",1,30.4,+/-1.4
R0101,16000US4269000,"Scranton city, Pennsylvania",1,38.2,+/-2.0
R0101,16000US4419180,"Cranston city, Rhode Island",1,40.6,+/-2.2
R0101,16000US4454640,"Pawtucket city, Rhode Island",1,36.0,+/-2.8
R0101,16000US4459000,"Providence city, Rhode Island",1,31.9,+/-2.0
R0101,16000US4474300,"Warwick city, Rhode Island",1,44.7,+/-2.2
R0101,16000US4513330,"Charleston city, South Carolina",1,34.0,+/-1.1
R0101,16000US4516000,"Columbia city, South Carolina",1,28.6,+/-1.0
R0101,16000US4530850,"Greenville city, South Carolina",1,35.4,+/-3.5
R0101,16000US4548535,"Mount Pleasant town, South Carolina",1,43.3,+/-2.1
R0101,16000US4550875,"North Charleston city, South Carolina",1,33.4,+/-1.2
R0101,16000US4561405,"Rock Hill city, South Carolina",1,36.1,+/-2.6
R0101,16000US4652980,"Rapid City city, South Dakota",1,39.1,+/-1.4
R0101,16000US4659020,"Sioux Falls city, South Dakota",1,35.3,+/-0.6
R0101,16000US4714000,"Chattanooga city, Tennessee",1,37.6,+/-1.3
R0101,16000US4715160,"Clarksville city, Tennessee",1,29.2,+/-0.8
R0101,16000US4727740,"Franklin city, Tennessee",1,37.2,+/-2.6
R0101,16000US4737640,"Jackson city, Tennessee",1,34.8,+/-1.1
R0101,16000US4738320,"Johnson City city, Tennessee",1,34.7,+/-2.9
R0101,16000US4740000,"Knoxville city, Tennessee",1,34.2,+/-1.4
R0101,16000US4748000,"Memphis city, Tennessee",1,34.6,+/-0.5
R0101,16000US4751560,"Murfreesboro city, Tennessee",1,31.2,+/-1.4
R0101,16000US4752006,"Nashville-Davidson metropolitan government (balance), Tennessee",1,34.4,+/-0.2
R0101,16000US4801000,"Abilene city, Texas",1,32.4,+/-0.7
R0101,16000US4801924,"Allen city, Texas",1,39.5,+/-1.8
R0101,16000US4803000,"Amarillo city, Texas",1,34.7,+/-1.1
R0101,16000US4804000,"Arlington city, Texas",1,33.6,+/-1.0
R0101,16000US4804462,"Atascocita CDP, Texas",1,35.1,+/-2.8
R0101,16000US4805000,"Austin city, Texas",1,33.9,+/-0.4
R0101,16000US4806128,"Baytown city, Texas",1,34.1,+/-2.4
R0101,16000US4807000,"Beaumont city, Texas",1,34.6,+/-1.8
R0101,16000US4810768,"Brownsville city, Texas",1,31.1,+/-1.4
R0101,16000US4810912,"Bryan city, Texas",1,31.5,+/-1.7
R0101,16000US4813024,"Carrollton city, Texas",1,37.0,+/-1.6
R0101,16000US4813552,"Cedar Park city, Texas",1,38.2,+/-2.2
R0101,16000US4815976,"College Station city, Texas",1,23.6,+/-0.8
R0101,16000US4816432,"Conroe city, Texas",1,33.0,+/-3.5
R0101,16000US4817000,"Corpus Christi city, Texas",1,35.3,+/-0.5
R0101,16000US4819000,"Dallas city, Texas",1,32.9,+/-0.5
R0101,16000US4819972,"Denton city, Texas",1,29.5,+/-1.3
R0101,16000US4822660,"Edinburg city, Texas",1,29.1,+/-3.0
R0101,16000US4824000,"El Paso city, Texas",1,32.9,+/-0.6
R0101,16000US4826232,"Flower Mound town, Texas",1,41.2,+/-4.0
R0101,16000US4827000,"Fort Worth city, Texas",1,32.8,+/-0.6
R0101,16000US4827684,"Frisco city, Texas",1,36.0,+/-1.3
R0101,16000US4829000,"Garland city, Texas",1,33.7,+/-1.8
R0101,16000US4829336,"Georgetown city, Texas",1,44.6,+/-4.5
R0101,16000US4830464,"Grand Prairie city, Texas",1,32.2,+/-1.9
R0101,16000US4832372,"Harlingen city, Texas",1,30.8,+/-3.0
R0101,16000US4835000,"Houston city, Texas",1,33.4,+/-0.4
R0101,16000US4837000,"Irving city, Texas",1,32.0,+/-1.1
R0101,16000US4839148,"Killeen city, Texas",1,29.4,+/-0.8
R0101,16000US4841464,"Laredo city, Texas",1,29.2,+/-0.4
R0101,16000US4841980,"League City city, Texas",1,35.7,+/-2.8
R0101,16000US4842016,"Leander city, Texas",1,34.3,+/-1.4
R0101,16000US4842508,"Lewisville city, Texas",1,34.9,+/-2.1
R0101,16000US4843888,"Longview city, Texas",1,34.4,+/-2.2
R0101,16000US4845000,"Lubbock city, Texas",1,29.8,+/-0.5
R0101,16000US4845384,"McAllen city, Texas",1,35.3,+/-1.9
R0101,16000US4845744,"McKinney city, Texas",1,37.2,+/-1.2
R0101,16000US4846452,"Mansfield city, Texas",1,35.2,+/-4.2
R0101,16000US4847892,"Mesquite city, Texas",1,39.2,+/-2.6
R0101,16000US4848072,"Midland city, Texas",1,32.3,+/-1.4
R0101,16000US4848768,"Mission city, Texas",1,32.2,+/-2.0
R0101,16000US4848804,"Missouri City city, Texas",1,42.3,+/-4.4
R0101,16000US4850820,"New Braunfels city, Texas",1,35.1,+/-2.5
R0101,16000US4852356,"North Richland Hills city, Texas",1,40.4,+/-3.9
R0101,16000US4853388,"Odessa city, Texas",1,30.9,+/-1.2
R0101,16000US4856000,"Pasadena city, Texas",1,32.7,+/-1.8
R0101,16000US4856348,"Pearland city, Texas",1,36.1,+/-2.5
R0101,16000US4857176,"Pflugerville city, Texas",1,36.6,+/-3.6
R0101,16000US4857200,"Pharr city, Texas",1,28.8,+/-2.0
R0101,16000US4858016,"Plano city, Texas",1,39.4,+/-1.4
R0101,16000US4861796,"Richardson city, Texas",1,35.0,+/-1.9
R0101,16000US4863500,"Round Rock city, Texas",1,33.7,+/-1.8
R0101,16000US4863572,"Rowlett city, Texas",1,40.8,+/-4.9
R0101,16000US4864472,"San Angelo city, Texas",1,35.3,+/-1.5
R0101,16000US4865000,"San Antonio city, Texas",1,34.4,+/-0.3
R0101,16000US4870808,"Sugar Land city, Texas",1,42.7,+/-1.4
R0101,16000US4872176,"Temple city, Texas",1,33.9,+/-1.8
R0101,16000US4872656,"The Woodlands CDP, Texas",1,41.2,+/-2.0
R0101,16000US4874144,"Tyler city, Texas",1,35.2,+/-2.3
R0101,16000US4875428,"Victoria city, Texas",1,35.1,+/-1.1
R0101,16000US4876000,"Waco city, Texas",1,28.9,+/-1.2
R0101,16000US4879000,"Wichita Falls city, Texas",1,32.9,+/-1.5
R0101,16000US4943660,"Layton city, Utah",1,31.9,+/-2.3
R0101,16000US4944320,"Lehi city, Utah",1,26.6,+/-2.6
R0101,16000US4955980,"Ogden city, Utah",1,30.9,+/-1.5
R0101,16000US4957300,"Orem city, Utah",1,27.4,+/-1.5
R0101,16000US4962470,"Provo city, Utah",1,23.6,+/-0.4
R0101,16000US4965330,"St. George city, Utah",1,33.5,+/-3.8
R0101,16000US4967000,"Salt Lake City city, Utah",1,32.9,+/-1.1
R0101,16000US4967440,"Sandy city, Utah",1,37.0,+/-1.9
R0101,16000US4970850,"South Jordan city, Utah",1,31.7,+/-2.3
R0101,16000US4982950,"West Jordan city, Utah",1,32.3,+/-2.1
R0101,16000US4983470,"West Valley City city, Utah",1,30.1,+/-1.6
R0101,16000US5101000,"Alexandria city, Virginia",1,37.1,+/-0.4
R0101,16000US5103000,"Arlington CDP, Virginia",1,35.0,+/-0.1
R0101,16000US5114440,"Centreville CDP, Virginia",1,36.6,+/-2.0
R0101,16000US5116000,"Chesapeake city, Virginia",1,37.8,+/-0.5
R0101,16000US5121088,"Dale City CDP, Virginia",1,35.2,+/-2.2
R0101,16000US5135000,"Hampton city, Virginia",1,35.7,+/-0.3
R0101,16000US5147672,"Lynchburg city, Virginia",1,28.2,+/-0.9
R0101,16000US5156000,"Newport News city, Virginia",1,33.4,+/-0.5
R0101,16000US5157000,"Norfolk city, Virginia",1,31.1,+/-0.3
R0101,16000US5164000,"Portsmouth city, Virginia",1,36.7,+/-0.7
R0101,16000US5167000,"Richmond city, Virginia",1,34.2,+/-0.3
R0101,16000US5168000,"Roanoke city, Virginia",1,37.8,+/-1.0
R0101,16000US5176432,"Suffolk city, Virginia",1,37.9,+/-0.7
R0101,16000US5182000,"Virginia Beach city, Virginia",1,36.6,+/-0.3
R0101,16000US5303180,"Auburn city, Washington",1,35.4,+/-2.7
R0101,16000US5305210,"Bellevue city, Washington",1,36.5,+/-1.7
R0101,16000US5305280,"Bellingham city, Washington",1,35.6,+/-3.1
R0101,16000US5322640,"Everett city, Washington",1,36.0,+/-2.6
R0101,16000US5323515,"Federal Way city, Washington",1,33.5,+/-3.4
R0101,16000US5335275,"Kennewick city, Washington",1,35.5,+/-2.1
R0101,16000US5335415,"Kent city, Washington",1,35.1,+/-1.8
R0101,16000US5335940,"Kirkland city, Washington",1,37.0,+/-1.2
R0101,16000US5343955,"Marysville city, Washington",1,37.1,+/-3.4
R0101,16000US5353545,"Pasco city, Washington",1,29.7,+/-1.1
R0101,16000US5357535,"Redmond city, Washington",1,35.2,+/-1.4
R0101,16000US5357745,"Renton city, Washington",1,36.2,+/-1.1
R0101,16000US5361115,"Sammamish city, Washington",1,37.6,+/-1.0
R0101,16000US5363000,"Seattle city, Washington",1,34.7,+/-0.5
R0101,16000US5365922,"South Hill CDP, Washington",1,33.9,+/-2.5
R0101,16000US5367000,"Spokane city, Washington",1,37.0,+/-1.5
R0101,16000US5367167,"Spokane Valley city, Washington",1,37.5,+/-3.1
R0101,16000US5370000,"Tacoma city, Washington",1,35.9,+/-1.4
R0101,16000US5374060,"Vancouver city, Washington",1,36.9,+/-1.2
R0101,16000US5380010,"Yakima city, Washington",1,33.4,+/-2.5
R0101,16000US5502375,"Appleton city, Wisconsin",1,33.9,+/-1.3
R0101,16000US5522300,"Eau Claire city, Wisconsin",1,32.2,+/-1.6
R0101,16000US5531000,"Green Bay city, Wisconsin",1,36.0,+/-1.8
R0101,16000US5539225,"Kenosha city, Wisconsin",1,35.1,+/-1.5
R0101,16000US5548000,"Madison city, Wisconsin",1,31.7,+/-0.8
R0101,16000US5553000,"Milwaukee city, Wisconsin",1,31.5,+/-0.5
R0101,16000US5560500,"Oshkosh city, Wisconsin",1,35.5,+/-2.2
R0101,16000US5566000,"Racine city, Wisconsin",1,37.6,+/-2.5
R0101,16000US5584250,"Waukesha city, Wisconsin",1,39.7,+/-2.5
R0101,16000US7206593,"Bayamón zona urbana, Puerto Rico",1,43.6,+/-1.1
R0101,16000US7210334,"Caguas zona urbana, Puerto Rico",1,43.0,+/-2.6
R0101,16000US7214290,"Carolina zona urbana, Puerto Rico",1,43.8,+/-0.8
R0101,16000US7232522,"Guaynabo zona urbana, Puerto Rico",1,47.7,+/-1.6
R0101,16000US7263820,"Ponce zona urbana, Puerto Rico",1,42.1,+/-2.6
